airport_id,name,city,country,iata,icao,timezone,dst,tz_database_time_zone,type,source,lat/lon
1,Goroka Airport,Goroka,Papua New Guinea,GKA,AYGA,10,U,Pacific/Port_Moresby,airport,OurAirports,"-6.081689834590001, 145.391998291"
2,Madang Airport,Madang,Papua New Guinea,MAG,AYMD,10,U,Pacific/Port_Moresby,airport,OurAirports,"-5.20707988739, 145.789001465"
3,Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,HGU,AYMH,10,U,Pacific/Port_Moresby,airport,OurAirports,"-5.826789855957031, 144.29600524902344"
4,Nadzab Airport,Nadzab,Papua New Guinea,LAE,AYNZ,10,U,Pacific/Port_Moresby,airport,OurAirports,"-6.569803, 146.725977"
5,Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,POM,AYPY,10,U,Pacific/Port_Moresby,airport,OurAirports,"-9.443380355834961, 147.22000122070312"
6,Wewak International Airport,Wewak,Papua New Guinea,WWK,AYWK,10,U,Pacific/Port_Moresby,airport,OurAirports,"-3.58383011818, 143.669006348"
7,Narsarsuaq Airport,Narssarssuaq,Greenland,UAK,BGBW,-3,E,America/Godthab,airport,OurAirports,"61.1604995728, -45.4259986877"
8,Godthaab / Nuuk Airport,Godthaab,Greenland,GOH,BGGH,-3,E,America/Godthab,airport,OurAirports,"64.19090271, -51.6781005859"
9,Kangerlussuaq Airport,Sondrestrom,Greenland,SFJ,BGSF,-3,E,America/Godthab,airport,OurAirports,"67.0122218992, -50.7116031647"
10,Thule Air Base,Thule,Greenland,THU,BGTL,-4,E,America/Thule,airport,OurAirports,"76.5311965942, -68.7032012939"
11,Akureyri Airport,Akureyri,Iceland,AEY,BIAR,0,N,Atlantic/Reykjavik,airport,OurAirports,"65.66000366210938, -18.07270050048828"
12,Egilsstaðir Airport,Egilsstadir,Iceland,EGS,BIEG,0,N,Atlantic/Reykjavik,airport,OurAirports,"65.2833023071289, -14.401399612426758"
13,Hornafjörður Airport,Hofn,Iceland,HFN,BIHN,0,N,Atlantic/Reykjavik,airport,OurAirports,"64.295601, -15.2272"
14,Húsavík Airport,Husavik,Iceland,HZK,BIHU,0,N,Atlantic/Reykjavik,airport,OurAirports,"65.952301, -17.426001"
15,Ísafjörður Airport,Isafjordur,Iceland,IFJ,BIIS,0,N,Atlantic/Reykjavik,airport,OurAirports,"66.05809783935547, -23.135299682617188"
16,Keflavik International Airport,Keflavik,Iceland,KEF,BIKF,0,N,Atlantic/Reykjavik,airport,OurAirports,"63.985000610352, -22.605600357056"
17,Patreksfjörður Airport,Patreksfjordur,Iceland,PFJ,BIPA,0,N,Atlantic/Reykjavik,airport,OurAirports,"65.555801, -23.965"
18,Reykjavik Airport,Reykjavik,Iceland,RKV,BIRK,0,N,Atlantic/Reykjavik,airport,OurAirports,"64.1299972534, -21.9405994415"
19,Siglufjörður Airport,Siglufjordur,Iceland,SIJ,BISI,0,N,Atlantic/Reykjavik,airport,OurAirports,"66.133301, -18.9167"
20,Vestmannaeyjar Airport,Vestmannaeyjar,Iceland,VEY,BIVM,0,N,Atlantic/Reykjavik,airport,OurAirports,"63.42430114746094, -20.278900146484375"
21,Sault Ste Marie Airport,Sault Sainte Marie,Canada,YAM,CYAM,-5,A,America/Toronto,airport,OurAirports,"46.48500061035156, -84.5093994140625"
22,Winnipeg / St. Andrews Airport,Winnipeg,Canada,YAV,CYAV,-6,A,America/Winnipeg,airport,OurAirports,"50.0564002991, -97.03250122070001"
23,Halifax / CFB Shearwater Heliport,Halifax,Canada,YAW,CYAW,-4,A,America/Halifax,airport,OurAirports,"44.6397018433, -63.499401092499994"
24,St. Anthony Airport,St. Anthony,Canada,YAY,CYAY,-3.5,A,America/St_Johns,airport,OurAirports,"51.3918991089, -56.083099365200006"
25,Tofino / Long Beach Airport,Tofino,Canada,YAZ,CYAZ,-8,A,America/Vancouver,airport,OurAirports,"49.079833, -125.775583"
26,Kugaaruk Airport,Pelly Bay,Canada,YBB,CYBB,-7,A,America/Edmonton,airport,OurAirports,"68.534401, -89.808098"
27,Baie Comeau Airport,Baie Comeau,Canada,YBC,CYBC,-5,A,America/Toronto,airport,OurAirports,"49.13249969482422, -68.20439910888672"
28,CFB Bagotville,Bagotville,Canada,YBG,CYBG,-5,A,America/Toronto,airport,OurAirports,"48.33060073852539, -70.99639892578125"
29,Baker Lake Airport,Baker Lake,Canada,YBK,CYBK,-6,A,America/Winnipeg,airport,OurAirports,"64.29889678960001, -96.077796936"
30,Campbell River Airport,Campbell River,Canada,YBL,CYBL,-8,A,America/Vancouver,airport,OurAirports,"49.950801849365234, -125.27100372314453"
31,Brandon Municipal Airport,Brandon,Canada,YBR,CYBR,-6,A,America/Winnipeg,airport,OurAirports,"49.91, -99.951897"
32,Cambridge Bay Airport,Cambridge Bay,Canada,YCB,CYCB,-7,A,America/Edmonton,airport,OurAirports,"69.1081008911, -105.138000488"
33,Nanaimo Airport,Nanaimo,Canada,YCD,CYCD,-8,A,America/Vancouver,airport,OurAirports,"49.054970224899996, -123.869862556"
34,Castlegar/West Kootenay Regional Airport,Castlegar,Canada,YCG,CYCG,-8,A,America/Vancouver,airport,OurAirports,"49.2963981628, -117.632003784"
35,Miramichi Airport,Chatham,Canada,YCH,CYCH,-4,A,America/Halifax,airport,OurAirports,"47.007801, -65.449203"
36,Charlo Airport,Charlo,Canada,YCL,CYCL,-4,A,America/Halifax,airport,OurAirports,"47.990799, -66.330299"
37,Kugluktuk Airport,Coppermine,Canada,YCO,CYCO,-7,A,America/Edmonton,airport,OurAirports,"67.81670379639999, -115.143997192"
38,Coronation Airport,Coronation,Canada,YCT,CYCT,-7,A,America/Edmonton,airport,OurAirports,"52.0750007629, -111.444999695"
39,Chilliwack Airport,Chilliwack,Canada,YCW,CYCW,-8,A,America/Vancouver,airport,OurAirports,"49.1528015137, -121.939002991"
40,Clyde River Airport,Clyde River,Canada,YCY,CYCY,-5,A,America/Toronto,airport,OurAirports,"70.4860992432, -68.5167007446"
41,Coral Harbour Airport,Coral Harbour,Canada,YZS,CYZS,-5,A,America/Coral_Harbour,airport,OurAirports,"64.1932983398, -83.3593978882"
42,Dawson City Airport,Dawson,Canada,YDA,CYDA,-8,A,America/Vancouver,airport,OurAirports,"64.04309844970703, -139.1280059814453"
43,Burwash Airport,Burwash,Canada,YDB,CYDB,-8,A,America/Vancouver,airport,OurAirports,"61.37110137939453, -139.04100036621094"
44,Princeton Airport,Princeton,Canada,YDC,CYDC,-8,A,America/Vancouver,airport,OurAirports,"49.4681015015, -120.511001587"
45,Deer Lake Airport,Deer Lake,Canada,YDF,CYDF,-3.5,A,America/St_Johns,airport,OurAirports,"49.21080017089844, -57.39139938354492"
46,Dease Lake Airport,Dease Lake,Canada,YDL,CYDL,-8,A,America/Vancouver,airport,OurAirports,"58.4221992493, -130.031997681"
47,Dauphin Barker Airport,Dauphin,Canada,YDN,CYDN,-6,A,America/Winnipeg,airport,OurAirports,"51.100799560546875, -100.052001953125"
48,Dawson Creek Airport,Dawson Creek,Canada,YDQ,CYDQ,-7,A,America/Dawson_Creek,airport,OurAirports,"55.7422981262207, -120.18299865722656"
49,Edmonton International Airport,Edmonton,Canada,YEG,CYEG,-7,A,America/Edmonton,airport,OurAirports,"53.309700012200004, -113.580001831"
50,Arviat Airport,Eskimo Point,Canada,YEK,CYEK,-6,A,America/Winnipeg,airport,OurAirports,"61.0942001343, -94.07080078119999"
51,Estevan Airport,Estevan,Canada,YEN,CYEN,-6,N,America/Regina,airport,OurAirports,"49.2103004456, -102.966003418"
52,Edson Airport,Edson,Canada,YET,CYET,-7,A,America/Edmonton,airport,OurAirports,"53.578899383499994, -116.464996338"
53,Eureka Airport,Eureka,Canada,YEU,CYEU,-6,A,America/Winnipeg,airport,OurAirports,"79.9946975708, -85.814201355"
54,Inuvik Mike Zubko Airport,Inuvik,Canada,YEV,CYEV,-7,A,America/Edmonton,airport,OurAirports,"68.30419921880001, -133.483001709"
55,Iqaluit Airport,Iqaluit,Canada,YFB,CYFB,-5,A,America/Toronto,airport,OurAirports,"63.756401062, -68.5558013916"
56,Fredericton Airport,Fredericton,Canada,YFC,CYFC,-4,A,America/Halifax,airport,OurAirports,"45.868900299072266, -66.53720092773438"
57,Forestville Airport,Forestville,Canada,\N,CYFE,-5,A,America/Toronto,airport,OurAirports,"48.74610137939453, -69.09719848632812"
58,Flin Flon Airport,Flin Flon,Canada,YFO,CYFO,-6,A,America/Winnipeg,airport,OurAirports,"54.6781005859375, -101.68199920654297"
59,Fort Resolution Airport,Fort Resolution,Canada,YFR,CYFR,-7,A,America/Edmonton,airport,OurAirports,"61.1808013916, -113.690002441"
60,Fort Simpson Airport,Fort Simpson,Canada,YFS,CYFS,-7,A,America/Edmonton,airport,OurAirports,"61.76020050048828, -121.23699951171875"
61,Kingston Norman Rogers Airport,Kingston,Canada,YGK,CYGK,-5,A,America/Toronto,airport,OurAirports,"44.22529983520508, -76.5969009399414"
62,La Grande Rivière Airport,La Grande Riviere,Canada,YGL,CYGL,-5,A,America/Toronto,airport,OurAirports,"53.625301361083984, -77.7042007446289"
63,Gaspé (Michel-Pouliot) Airport,Gaspe,Canada,YGP,CYGP,-5,A,America/Toronto,airport,OurAirports,"48.7752990723, -64.4785995483"
64,Geraldton Greenstone Regional Airport,Geraldton,Canada,YGQ,CYGQ,-5,A,America/Toronto,airport,OurAirports,"49.77830123901367, -86.93939971923828"
65,Îles-de-la-Madeleine Airport,Iles De La Madeleine,Canada,YGR,CYGR,-5,A,America/Toronto,airport,OurAirports,"47.42470169067383, -61.778099060058594"
66,Hudson Bay Airport,Hudson Bay,Canada,YHB,CYHB,-6,N,America/Regina,airport,OurAirports,"52.8166999817, -102.310997009"
67,Dryden Regional Airport,Dryden,Canada,YHD,CYHD,-6,A,America/Winnipeg,airport,OurAirports,"49.83169937133789, -92.74420166015625"
68,Ulukhaktok Holman Airport,Holman Island,Canada,YHI,CYHI,-7,A,America/Edmonton,airport,OurAirports,"70.76280212402344, -117.80599975585938"
69,Gjoa Haven Airport,Gjoa Haven,Canada,YHK,CYHK,-7,A,America/Edmonton,airport,OurAirports,"68.635597229, -95.84970092770001"
70,John C. Munro Hamilton International Airport,Hamilton,Canada,YHM,CYHM,-5,A,America/Toronto,airport,OurAirports,"43.173599243199995, -79.93499755859999"
71,Montréal / Saint-Hubert Airport,Montreal,Canada,YHU,CYHU,-5,A,America/Toronto,airport,OurAirports,"45.5175018311, -73.4169006348"
72,Hay River / Merlyn Carter Airport,Hay River,Canada,YHY,CYHY,-7,A,America/Edmonton,airport,OurAirports,"60.8396987915, -115.782997131"
73,Halifax / Stanfield International Airport,Halifax,Canada,YHZ,CYHZ,-4,A,America/Halifax,airport,OurAirports,"44.8807983398, -63.5085983276"
74,Atikokan Municipal Airport,Atikokan,Canada,YIB,CYIB,-5,A,America/Coral_Harbour,airport,OurAirports,"48.7738990784, -91.6386032104"
75,Pond Inlet Airport,Pond Inlet,Canada,YIO,CYIO,-5,A,America/Toronto,airport,OurAirports,"72.6832962036, -77.9666976929"
76,St Jean Airport,St. Jean,Canada,YJN,CYJN,-5,A,America/Toronto,airport,OurAirports,"45.29439926147461, -73.28109741210938"
77,Stephenville Airport,Stephenville,Canada,YJT,CYJT,-3.5,A,America/St_Johns,airport,OurAirports,"48.5442008972168, -58.54999923706055"
78,Kamloops Airport,Kamloops,Canada,YKA,CYKA,-8,A,America/Vancouver,airport,OurAirports,"50.7022018433, -120.444000244"
79,Waterloo Airport,Waterloo,Canada,YKF,CYKF,-5,A,America/Toronto,airport,OurAirports,"43.460800170899994, -80.3786010742"
80,Schefferville Airport,Schefferville,Canada,YKL,CYKL,-5,A,America/Toronto,airport,OurAirports,"54.805301666259766, -66.8052978515625"
81,Kindersley Airport,Kindersley,Canada,YKY,CYKY,-6,N,America/Regina,airport,OurAirports,"51.5175018311, -109.180999756"
82,Buttonville Municipal Airport,Toronto,Canada,YKZ,CYKZ,-5,A,America/Toronto,airport,OurAirports,"43.86220169067383, -79.37000274658203"
83,Chapleau Airport,Chapleau,Canada,YLD,CYLD,-5,A,America/Toronto,airport,OurAirports,"47.81999969482422, -83.3467025756836"
84,Meadow Lake Airport,Meadow Lake,Canada,YLJ,CYLJ,-6,N,America/Regina,airport,OurAirports,"54.125301361083984, -108.52300262451172"
85,Lloydminster Airport,Lloydminster,Canada,YLL,CYLL,-7,A,America/Edmonton,airport,OurAirports,"53.309200286865234, -110.072998046875"
86,Alert Airport,Alert,Canada,YLT,CYLT,-5,A,America/Toronto,airport,OurAirports,"82.51779937740001, -62.2806015015"
87,Kelowna International Airport,Kelowna,Canada,YLW,CYLW,-8,A,America/Vancouver,airport,OurAirports,"49.9561004639, -119.377998352"
88,Mayo Airport,Mayo,Canada,YMA,CYMA,-8,A,America/Vancouver,airport,OurAirports,"63.61640167236328, -135.8679962158203"
89,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Canada,YMJ,CYMJ,-6,N,America/Regina,airport,OurAirports,"50.330299377441406, -105.55899810791016"
90,Fort McMurray Airport,Fort Mcmurray,Canada,YMM,CYMM,-7,A,America/Edmonton,airport,OurAirports,"56.653301239, -111.222000122"
91,Moosonee Airport,Moosonee,Canada,YMO,CYMO,-5,A,America/Toronto,airport,OurAirports,"51.291099548339844, -80.60780334472656"
92,Maniwaki Airport,Maniwaki,Canada,YMW,CYMW,-5,A,America/Toronto,airport,OurAirports,"46.2728004456, -75.9906005859"
93,Montreal International (Mirabel) Airport,Montreal,Canada,YMX,CYMX,-5,A,America/Toronto,airport,OurAirports,"45.6795005798, -74.0386962891"
94,Natashquan Airport,Natashquan,Canada,YNA,CYNA,-5,A,America/Toronto,airport,OurAirports,"50.189998626708984, -61.78919982910156"
95,Ottawa / Gatineau Airport,Gatineau,Canada,YND,CYND,-5,A,America/Toronto,airport,OurAirports,"45.521701812699995, -75.5635986328"
96,Matagami Airport,Matagami,Canada,YNM,CYNM,-5,A,America/Toronto,airport,OurAirports,"49.76169967651367, -77.80280303955078"
97,Old Crow Airport,Old Crow,Canada,YOC,CYOC,-8,A,America/Vancouver,airport,OurAirports,"67.57060241699219, -139.83900451660156"
98,CFB Cold Lake,Cold Lake,Canada,YOD,CYOD,-7,A,America/Edmonton,airport,OurAirports,"54.404998779296875, -110.27899932861328"
99,High Level Airport,High Level,Canada,YOJ,CYOJ,-7,A,America/Edmonton,airport,OurAirports,"58.62139892578125, -117.16500091552734"
100,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,CYOW,-5,A,America/Toronto,airport,OurAirports,"45.3224983215332, -75.66919708251953"
101,Prince Albert Glass Field,Prince Albert,Canada,YPA,CYPA,-6,N,America/Regina,airport,OurAirports,"53.214199066199996, -105.672996521"
102,Peace River Airport,Peace River,Canada,YPE,CYPE,-7,A,America/Edmonton,airport,OurAirports,"56.226898193359375, -117.4469985961914"
103,Southport Airport,Portage-la-prairie,Canada,YPG,CYPG,-6,A,America/Winnipeg,airport,OurAirports,"49.903099, -98.273817"
104,Pitt Meadows Airport,Pitt Meadows,Canada,\N,CYPK,-8,A,America/Vancouver,airport,OurAirports,"49.21609878540039, -122.70999908447266"
105,Pickle Lake Airport,Pickle Lake,Canada,YPL,CYPL,-5,A,America/Coral_Harbour,airport,OurAirports,"51.4463996887207, -90.21420288085938"
106,Port Menier Airport,Port Menier,Canada,YPN,CYPN,-5,A,America/Toronto,airport,OurAirports,"49.83639907836914, -64.2885971069336"
107,Peterborough Airport,Peterborough,Canada,YPQ,CYPQ,-5,A,America/Toronto,airport,OurAirports,"44.22999954223633, -78.36329650878906"
108,Prince Rupert Airport,Prince Pupert,Canada,YPR,CYPR,-8,A,America/Vancouver,airport,OurAirports,"54.286098480199996, -130.445007324"
109,Fort Chipewyan Airport,Fort Chipewyan,Canada,YPY,CYPY,-7,A,America/Edmonton,airport,OurAirports,"58.7672004699707, -111.11699676513672"
110,Muskoka Airport,Muskoka,Canada,YQA,CYQA,-5,A,America/Toronto,airport,OurAirports,"44.974700927734375, -79.30329895019531"
111,Quebec Jean Lesage International Airport,Quebec,Canada,YQB,CYQB,-5,A,America/Toronto,airport,OurAirports,"46.7911, -71.393303"
112,Red Deer Regional Airport,Red Deer Industrial,Canada,YQF,CYQF,-7,A,America/Edmonton,airport,OurAirports,"52.18220138549805, -113.89399719238281"
113,Windsor Airport,Windsor,Canada,YQG,CYQG,-5,A,America/Toronto,airport,OurAirports,"42.27560043334961, -82.95559692382812"
114,Watson Lake Airport,Watson Lake,Canada,YQH,CYQH,-8,A,America/Vancouver,airport,OurAirports,"60.11640167236328, -128.82200622558594"
115,Kenora Airport,Kenora,Canada,YQK,CYQK,-6,A,America/Winnipeg,airport,OurAirports,"49.788299560546875, -94.36309814453125"
116,Lethbridge County Airport,Lethbridge,Canada,YQL,CYQL,-7,A,America/Edmonton,airport,OurAirports,"49.6302986145, -112.800003052"
117,Greater Moncton International Airport,Moncton,Canada,YQM,CYQM,-4,A,America/Halifax,airport,OurAirports,"46.11220169067383, -64.67859649658203"
119,Comox Airport,Comox,Canada,YQQ,CYQQ,-8,A,America/Vancouver,airport,OurAirports,"49.71080017089844, -124.88700103759766"
120,Regina International Airport,Regina,Canada,YQR,CYQR,-6,N,America/Regina,airport,OurAirports,"50.43190002441406, -104.66600036621094"
121,Thunder Bay Airport,Thunder Bay,Canada,YQT,CYQT,-5,A,America/Toronto,airport,OurAirports,"48.37189865112305, -89.32389831542969"
122,Grande Prairie Airport,Grande Prairie,Canada,YQU,CYQU,-7,A,America/Edmonton,airport,OurAirports,"55.1796989441, -118.885002136"
123,Yorkton Municipal Airport,Yorkton,Canada,YQV,CYQV,-6,N,America/Regina,airport,OurAirports,"51.26470184326172, -102.46199798583984"
124,North Battleford Airport,North Battleford,Canada,YQW,CYQW,-6,N,America/Regina,airport,OurAirports,"52.76919937133789, -108.24400329589844"
125,Gander International Airport,Gander,Canada,YQX,CYQX,-3.5,A,America/St_Johns,airport,OurAirports,"48.9369010925293, -54.56809997558594"
126,Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,YQY,CYQY,-4,A,America/Halifax,airport,OurAirports,"46.161399841299996, -60.0477981567"
127,Quesnel Airport,Quesnel,Canada,YQZ,CYQZ,-8,A,America/Vancouver,airport,OurAirports,"53.026100158691406, -122.51000213623047"
128,Resolute Bay Airport,Resolute,Canada,YRB,CYRB,-6,A,America/Winnipeg,airport,OurAirports,"74.7169036865, -94.9693984985"
129,Rivière-du-Loup Airport,Riviere Du Loup,Canada,YRI,CYRI,-5,A,America/Toronto,airport,OurAirports,"47.764400482177734, -69.58470153808594"
130,Roberval Airport,Roberval,Canada,YRJ,CYRJ,-5,A,America/Toronto,airport,OurAirports,"48.52000045776367, -72.2656021118164"
131,Rocky Mountain House Airport,Rocky Mountain House,Canada,YRM,CYRM,-7,A,America/Edmonton,airport,OurAirports,"52.4296989441, -114.903999329"
132,Rankin Inlet Airport,Rankin Inlet,Canada,YRT,CYRT,-6,A,America/Winnipeg,airport,OurAirports,"62.8114013672, -92.1157989502"
133,Sudbury Airport,Sudbury,Canada,YSB,CYSB,-5,A,America/Toronto,airport,OurAirports,"46.625, -80.79889678955078"
134,Sherbrooke Airport,Sherbrooke,Canada,YSC,CYSC,-5,A,America/Toronto,airport,OurAirports,"45.4385986328125, -71.69139862060547"
135,Saint John Airport,St. John,Canada,YSJ,CYSJ,-4,A,America/Halifax,airport,OurAirports,"45.31610107421875, -65.89029693603516"
136,Fort Smith Airport,Fort Smith,Canada,YSM,CYSM,-7,A,America/Edmonton,airport,OurAirports,"60.020301818847656, -111.96199798583984"
137,Nanisivik Airport,Nanisivik,Canada,YSR,CYSR,-5,A,America/Toronto,airport,OurAirports,"72.982201, -84.613602"
138,Summerside Airport,Summerside,Canada,YSU,CYSU,-4,A,America/Halifax,airport,OurAirports,"46.44060134887695, -63.83359909057617"
139,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,YSY,CYSY,-7,A,America/Edmonton,airport,OurAirports,"71.9938964844, -125.242996216"
140,Cape Dorset Airport,Cape Dorset,Canada,YTE,CYTE,-5,A,America/Toronto,airport,OurAirports,"64.2300033569, -76.5267028809"
141,Thompson Airport,Thompson,Canada,YTH,CYTH,-6,A,America/Winnipeg,airport,OurAirports,"55.80110168457031, -97.86419677734375"
142,CFB Trenton,Trenton,Canada,YTR,CYTR,-5,A,America/Toronto,airport,OurAirports,"44.118900299072266, -77.5280990600586"
143,Timmins/Victor M. Power,Timmins,Canada,YTS,CYTS,-5,A,America/Toronto,airport,OurAirports,"48.569698333699996, -81.376701355"
144,Billy Bishop Toronto City Centre Airport,Toronto,Canada,YTZ,CYTZ,-5,A,America/Toronto,airport,OurAirports,"43.627499, -79.396202"
145,Tuktoyaktuk Airport,Tuktoyaktuk,Canada,YUB,CYUB,-7,A,America/Edmonton,airport,OurAirports,"69.43329620361328, -133.0260009765625"
146,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,-5,A,America/Toronto,airport,OurAirports,"45.4706001282, -73.7407989502"
147,Repulse Bay Airport,Repulse Bay,Canada,YUT,CYUT,-6,A,America/Winnipeg,airport,OurAirports,"66.5214004517, -86.22470092770001"
148,Hall Beach Airport,Hall Beach,Canada,YUX,CYUX,-5,A,America/Toronto,airport,OurAirports,"68.77610015869999, -81.2425"
149,Rouyn Noranda Airport,Rouyn,Canada,YUY,CYUY,-5,A,America/Toronto,airport,OurAirports,"48.20610046386719, -78.83560180664062"
150,La Ronge Airport,La Ronge,Canada,YVC,CYVC,-6,N,America/Regina,airport,OurAirports,"55.151401519800004, -105.262001038"
151,Vermilion Airport,Vermillion,Canada,YVG,CYVG,-7,A,America/Edmonton,airport,OurAirports,"53.355800628699996, -110.823997498"
152,Qikiqtarjuaq Airport,Broughton Island,Canada,YVM,CYVM,-5,A,America/Toronto,airport,OurAirports,"67.5457992554, -64.03140258789999"
153,Val-d'Or Airport,Val D'or,Canada,YVO,CYVO,-5,A,America/Toronto,airport,OurAirports,"48.0532989502, -77.7827987671"
154,Kuujjuaq Airport,Quujjuaq,Canada,YVP,CYVP,-5,A,America/Toronto,airport,OurAirports,"58.096099853515625, -68.4269027709961"
155,Norman Wells Airport,Norman Wells,Canada,YVQ,CYVQ,-7,A,America/Edmonton,airport,OurAirports,"65.28160095214844, -126.7979965209961"
156,Vancouver International Airport,Vancouver,Canada,YVR,CYVR,-8,A,America/Vancouver,airport,OurAirports,"49.193901062, -123.183998108"
157,Buffalo Narrows Airport,Buffalo Narrows,Canada,YVT,CYVT,-6,N,America/Regina,airport,OurAirports,"55.8418998718, -108.417999268"
158,Wiarton Airport,Wiarton,Canada,YVV,CYVV,-5,A,America/Toronto,airport,OurAirports,"44.7458, -81.107201"
159,Petawawa Airport,Petawawa,Canada,YWA,CYWA,-5,A,America/Toronto,airport,OurAirports,"45.95220184326172, -77.31919860839844"
160,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,YWG,CYWG,-6,A,America/Winnipeg,airport,OurAirports,"49.909999847399995, -97.2398986816"
161,Wabush Airport,Wabush,Canada,YWK,CYWK,-4,A,America/Halifax,airport,OurAirports,"52.92190170288086, -66.8644027709961"
162,Williams Lake Airport,Williams Lake,Canada,YWL,CYWL,-8,A,America/Vancouver,airport,OurAirports,"52.1831016541, -122.054000854"
163,Wrigley Airport,Wrigley,Canada,YWY,CYWY,-7,A,America/Edmonton,airport,OurAirports,"63.20940017700195, -123.43699645996094"
164,Cranbrook/Canadian Rockies International Airport,Cranbrook,Canada,YXC,CYXC,-7,A,America/Edmonton,airport,OurAirports,"49.610801696777, -115.78199768066"
165,Edmonton City Centre (Blatchford Field) Airport,Edmonton,Canada,YXD,CYXD,-7,A,America/Edmonton,airport,OurAirports,"53.5724983215, -113.521003723"
166,Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,YXE,CYXE,-6,N,America/Regina,airport,OurAirports,"52.170799255371094, -106.69999694824219"
167,Medicine Hat Airport,Medicine Hat,Canada,YXH,CYXH,-7,A,America/Edmonton,airport,OurAirports,"50.01890182495117, -110.72100067138672"
168,Fort St John Airport,Fort Saint John,Canada,YXJ,CYXJ,-7,A,America/Dawson_Creek,airport,OurAirports,"56.23809814453125, -120.73999786376953"
169,Sioux Lookout Airport,Sioux Lookout,Canada,YXL,CYXL,-6,A,America/Winnipeg,airport,OurAirports,"50.11389923095703, -91.9052963256836"
170,Pangnirtung Airport,Pangnirtung,Canada,YXP,CYXP,-5,A,America/Toronto,airport,OurAirports,"66.1449966431, -65.71360015869999"
171,Earlton (Timiskaming Regional) Airport,Earlton,Canada,YXR,CYXR,-5,A,America/Toronto,airport,OurAirports,"47.697400654599996, -79.8473453522"
172,Prince George Airport,Prince George,Canada,YXS,CYXS,-8,A,America/Vancouver,airport,OurAirports,"53.8894004822, -122.679000854"
173,Northwest Regional Airport Terrace-Kitimat,Terrace,Canada,YXT,CYXT,-8,A,America/Vancouver,airport,OurAirports,"54.468498, -128.576009"
174,London Airport,London,Canada,YXU,CYXU,-5,A,America/Toronto,airport,OurAirports,"43.035599, -81.1539"
175,Abbotsford Airport,Abbotsford,Canada,YXX,CYXX,-8,A,America/Vancouver,airport,OurAirports,"49.025299072265625, -122.36100006103516"
176,Whitehorse / Erik Nielsen International Airport,Whitehorse,Canada,YXY,CYXY,-8,A,America/Vancouver,airport,OurAirports,"60.7095985413, -135.067001343"
177,North Bay Airport,North Bay,Canada,YYB,CYYB,-5,A,America/Toronto,airport,OurAirports,"46.36360168457031, -79.42279815673828"
178,Calgary International Airport,Calgary,Canada,YYC,CYYC,-7,A,America/Edmonton,airport,OurAirports,"51.113899231, -114.019996643"
179,Smithers Airport,Smithers,Canada,YYD,CYYD,-8,A,America/Vancouver,airport,OurAirports,"54.82469940185547, -127.18299865722656"
180,Fort Nelson Airport,Fort Nelson,Canada,YYE,CYYE,-8,A,America/Vancouver,airport,OurAirports,"58.8363990784, -122.597000122"
181,Penticton Airport,Penticton,Canada,YYF,CYYF,-8,A,America/Vancouver,airport,OurAirports,"49.46310043334961, -119.60199737548828"
182,Charlottetown Airport,Charlottetown,Canada,YYG,CYYG,-4,A,America/Halifax,airport,OurAirports,"46.290000915527344, -63.12110137939453"
183,Taloyoak Airport,Spence Bay,Canada,YYH,CYYH,-7,A,America/Edmonton,airport,OurAirports,"69.5466995239, -93.5766983032"
184,Victoria International Airport,Victoria,Canada,YYJ,CYYJ,-8,A,America/Vancouver,airport,OurAirports,"48.646900177, -123.426002502"
185,Lynn Lake Airport,Lynn Lake,Canada,YYL,CYYL,-6,A,America/Winnipeg,airport,OurAirports,"56.86389923095703, -101.07599639892578"
186,Swift Current Airport,Swift Current,Canada,YYN,CYYN,-6,N,America/Regina,airport,OurAirports,"50.291900634799994, -107.691001892"
187,Churchill Airport,Churchill,Canada,YYQ,CYYQ,-6,A,America/Winnipeg,airport,OurAirports,"58.739200592041016, -94.06500244140625"
188,Goose Bay Airport,Goose Bay,Canada,YYR,CYYR,-4,A,America/Halifax,airport,OurAirports,"53.3191986084, -60.4258003235"
189,St. John's International Airport,St. John's,Canada,YYT,CYYT,-3.5,A,America/St_Johns,airport,OurAirports,"47.618598938, -52.7518997192"
190,Kapuskasing Airport,Kapuskasing,Canada,YYU,CYYU,-5,A,America/Toronto,airport,OurAirports,"49.41389846801758, -82.46749877929688"
191,Armstrong Airport,Armstrong,Canada,YYW,CYYW,-5,A,America/Toronto,airport,OurAirports,"50.29029846191406, -88.90969848632812"
192,Mont Joli Airport,Mont Joli,Canada,YYY,CYYY,-5,A,America/Toronto,airport,OurAirports,"48.60860061645508, -68.20809936523438"
